Month Created,Date Created,Time Created,Syncing Date,Latitude,Longitude,AnswerCode,RegionName,ProjectName,UserName,FormName,SpeciesName,WardLocation,GpsDeleted,ownerID,gender,age,primary work type,presentation reason,other presentation description,BCS,coat condition,demenour,hydration status,ecto status,diarrhoea status,cheek palp status,cheek palp description,lesion status,tx given,Lesion form,comments,lameness severity,health status,health issues,discharge_definition
Jun,06/06/2017,7:29 AM,08/06/2017 05:08,11.24705933,76.96117271,E-060617072922-86-165,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-060617073003-86-191,,,healthy,,
Jun,06/06/2017,7:30 AM,08/06/2017 05:08,11.24707084,76.96121532,E-060617073026-86-166,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-060617073157-86-192,,,healthy,,
Jun,06/06/2017,7:32 AM,08/06/2017 05:08,11.24708405,76.96121921,E-060617073238-86-167,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,preg mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),"D-060617073409-86-193,D-060617073427-86-194",,,healthy,,
Jun,06/06/2017,7:35 AM,08/06/2017 05:08,11.24709011,76.96123276,E-060617073503-86-168,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,yes lesions,NSAIDs,D-060617073537-86-195,,moderate,unhealthy,lame,
Jun,06/06/2017,7:36 AM,08/06/2017 05:08,11.24707482,76.96121198,E-060617073621-86-169,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,yes diarr,,,yes lesions,other(eye drops),D-060617074109-86-196,,,unhealthy,discharge,ocular
Jun,06/06/2017,7:41 AM,08/06/2017 05:08,11.2470757,76.96120322,E-060617074132-86-170,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,stallion,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:42 AM,08/06/2017 05:08,11.24707741,76.96119961,E-060617074207-86-171,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,stallion,less than 6m,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:42 AM,08/06/2017 05:08,11.24707553,76.96120178,E-060617074251-86-172,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:43 AM,08/06/2017 05:08,11.24707491,76.9611983,E-060617074335-86-173,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,stallion,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:44 AM,08/06/2017 05:08,11.24707837,76.96119599,E-060617074402-86-174,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,6m to 3y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:44 AM,08/06/2017 05:08,11.24708113,76.9611944,E-060617074430-86-175,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:44 AM,08/06/2017 05:08,11.24708152,76.96119655,E-060617074456-86-176,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:45 AM,08/06/2017 05:08,11.2470829,76.96120044,E-060617074529-86-177,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,6m to 3y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:45 AM,08/06/2017 05:08,11.24708478,76.96120231,E-060617074555-86-178,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:46 AM,08/06/2017 05:08,11.24706069,76.96122636,E-060617074626-86-179,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,preg mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:46 AM,08/06/2017 05:08,11.24708793,76.96120298,E-060617074655-86-180,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,preg mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:47 AM,08/06/2017 05:08,11.24708747,76.96120171,E-060617074721-86-181,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,stallion,6m to 3y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:47 AM,08/06/2017 05:08,11.24708677,76.9612071,E-060617074750-86-182,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,stallion,less than 6m,other,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:48 AM,08/06/2017 05:08,11.24708615,76.96120157,E-060617074835-86-183,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,3y to 10y,pack,other,,4,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,7:49 AM,08/06/2017 05:08,11.24706809,76.96120362,E-060617074917-86-184,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,preg mare,3y to 10y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:02 AM,08/06/2017 05:08,11.24748173,76.96271727,E-060617080220-86-185,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,preg mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:02 AM,08/06/2017 05:08,11.24747873,76.96271056,E-060617080247-86-186,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,preg mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:03 AM,08/06/2017 05:08,11.24748239,76.96270839,E-060617080326-86-187,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,82,mare,3y to 10y,pack,other,,4,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:04 AM,08/06/2017 05:08,11.24747069,76.96270594,E-060617080401-86-188,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,preg mare,3y to 10y,pack,other,,2,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:04 AM,08/06/2017 05:08,11.24747085,76.96269584,E-060617080436-86-189,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,mare,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:05 AM,08/06/2017 05:08,11.24747196,76.96268978,E-060617080500-86-190,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,mare,less than 6m,other,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:05 AM,08/06/2017 05:08,11.24748016,76.96269262,E-060617080534-86-191,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,mare,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:06 AM,08/06/2017 05:08,11.24750768,76.96266128,E-060617080615-86-192,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:06 AM,08/06/2017 05:08,11.24749803,76.96271959,E-060617080642-86-193,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,mare,less than 6m,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:07 AM,08/06/2017 05:08,11.24750487,76.96267839,E-060617080721-86-194,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),"D-060617080717-86-197,D-060617081152-86-198",,,unhealthy,discharge,ocular
Jun,06/06/2017,8:12 AM,08/06/2017 05:08,11.24749474,76.96266987,E-060617081214-86-195,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,81,mare,less than 6m,other,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:12 AM,08/06/2017 05:08,11.24751881,76.96269928,E-060617081249-86-196,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,82,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:13 AM,08/06/2017 05:08,11.24751906,76.9626952,E-060617081328-86-197,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,82,mare,6m to 3y,pack,other,,4,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:13 AM,08/06/2017 05:08,11.24755454,76.96273295,E-060617081354-86-198,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,82,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:14 AM,08/06/2017 05:08,11.24753328,76.96273865,E-060617081424-86-199,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,82,stallion,less than 6m,other,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,8:14 AM,08/06/2017 05:08,11.24757868,76.96270891,E-060617081448-86-200,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,82,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,yes lesions,NSAIDs,D-060617081530-86-199,,mild,unhealthy,"wounds,lame",
Jun,06/06/2017,8:17 AM,08/06/2017 05:08,11.3062864,76.90133991,E-060617081725-86-201,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,6m to 3y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,9:48 AM,08/06/2017 05:08,11.30637435,76.90132157,E-060617094839-86-202,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,9:49 AM,08/06/2017 05:08,11.30632182,76.90131902,E-060617094901-86-203,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,3y to 10y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,yes lesions,other(na),D-060617094948-86-200,,,healthy,,
Jun,06/06/2017,9:50 AM,08/06/2017 05:08,11.30648604,76.90127919,E-060617095014-86-204,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,6m to 3y,pack,other,,2,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-060617095040-86-201,,,healthy,,
Jun,06/06/2017,9:51 AM,08/06/2017 05:08,11.30647679,76.90128307,E-060617095100-86-205,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,preg mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,9:51 AM,08/06/2017 05:08,11.30648634,76.90124454,E-060617095124-86-206,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,3y to 10y,pack,other,,2,healthy,alert,mild,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,9:51 AM,08/06/2017 05:08,11.30659756,76.90132355,E-060617095159-86-207,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,mare,3y to 10y,pack,other,,2,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,9:52 AM,08/06/2017 05:08,11.30661013,76.90122536,E-060617095233-86-208,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,3y to 10y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,9:53 AM,08/06/2017 05:08,11.30666775,76.90117265,E-060617095304-86-209,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,3y to 10y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,yes lesions,other(na),D-060617095339-86-202,,,healthy,,
Jun,06/06/2017,9:54 AM,08/06/2017 05:08,11.3066076,76.90111761,E-060617095406-86-210,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-060617095428-86-203,,,healthy,,
Jun,06/06/2017,9:55 AM,08/06/2017 05:08,11.29680444,76.90684945,E-060617095538-86-211,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,85,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(eye drops),,,,unhealthy,discharge,ocular
Jun,06/06/2017,5:25 PM,08/06/2017 05:08,11.29687268,76.90679862,E-060617172520-86-212,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,85,mare,less than 6m,other,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,5:25 PM,08/06/2017 05:08,11.29687263,76.90678779,E-060617172545-86-213,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,84,stallion,3y to 10y,pack,other,,2,unhealthy,alert,normal,,no diarr,,,yes lesions,other(na),"D-060617172720-86-204,D-060617172755-86-205",,,healthy,,
Jun,06/06/2017,5:28 PM,08/06/2017 05:08,11.29688201,76.90674621,E-060617172813-86-214,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,84,stallion,more than 10y,pack,other,,2,unhealthy,alert,mild,,no diarr,,,yes lesions,other(na),D-060617172904-86-206,,,healthy,,
Jun,06/06/2017,5:29 PM,08/06/2017 05:08,11.2969654,76.90672417,E-060617172937-86-215,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,85,preg mare,3y to 10y,pack,"tx,other",,3,unhealthy,alert,normal,,no diarr,,,yes lesions,other(eye drops),"D-060617173030-86-207,D-060617173103-86-208",,,unhealthy,discharge,ocular
Jun,06/06/2017,5:31 PM,08/06/2017 05:08,11.29692034,76.90669337,E-060617173120-86-216,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,84,preg mare,3y to 10y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,yes lesions,other(na),,,,healthy,,
Jun,06/06/2017,5:33 PM,08/06/2017 05:08,11.29693205,76.90677866,E-060617173303-86-217,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,85,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,5:33 PM,08/06/2017 05:08,11.29691009,76.90675146,E-060617173333-86-218,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,85,mare,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,5:34 PM,08/06/2017 05:08,11.29692923,76.90685263,E-060617173401-86-219,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,84,preg mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,5:34 PM,08/06/2017 05:08,11.29691349,76.90677704,E-060617173428-86-220,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,85,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,5:35 PM,08/06/2017 05:08,11.29691071,76.906767,E-060617173554-86-221,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,84,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,5:36 PM,08/06/2017 05:08,11.29690758,76.90676238,E-060617173616-86-222,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,6:31 PM,08/06/2017 05:08,11.29799667,76.9071151,E-060617183142-86-223,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,mare,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,6:32 PM,08/06/2017 05:08,11.29785121,76.90712292,E-060617183219-86-224,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,mare,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,6:32 PM,08/06/2017 05:08,11.29788407,76.90713726,E-060617183252-86-225,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,06/06/2017,6:33 PM,08/06/2017 05:08,11.2978492,76.90715581,E-060617183321-86-226,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,3y to 10y,pack,other,,2,unhealthy,alert,mild,,no diarr,,,no,other(eye drops),,,,unhealthy,"nutritional_deficiency,discharge",ocular
Jun,06/06/2017,6:33 PM,08/06/2017 05:08,11.29787692,76.90718578,E-060617183353-86-227,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalyam,No,83,stallion,less than 6m,other,"tx,other",,3,healthy,alert,mild,,no diarr,,,yes lesions,"antibiotic,NSAIDs",D-060617183602-86-210,,severe,unhealthy,"wounds,lame",
Jun,06/06/2017,6:36 PM,08/06/2017 05:08,11.28426088,76.88658442,E-060617183655-86-228,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,mare,3y to 10y,pack,other,,2,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:34 AM,08/06/2017 05:08,11.28425075,76.88657913,E-070617073429-86-229,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,mare,3y to 10y,pack,other,,2,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:35 AM,08/06/2017 05:08,11.28424244,76.88660256,E-070617073510-86-230,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,mare,3y to 10y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:35 AM,08/06/2017 05:08,11.28426558,76.88661773,E-070617073536-86-231,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,gelding,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-070617073607-86-211,,,healthy,,
Jun,07/06/2017,7:36 AM,08/06/2017 05:08,11.28427614,76.88659474,E-070617073628-86-232,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,mare,6m to 3y,pack,other,,2,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:36 AM,08/06/2017 05:08,11.28427765,76.88660084,E-070617073653-86-233,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,stallion,6m to 3y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:37 AM,08/06/2017 05:08,11.28427115,76.88660311,E-070617073720-86-234,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,unhealthy,discharge,"ocular,other(corneal opacity)"
Jun,07/06/2017,7:38 AM,08/06/2017 05:08,11.28427524,76.886608,E-070617073814-86-235,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:38 AM,08/06/2017 05:08,11.28427775,76.8866078,E-070617073840-86-236,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:39 AM,08/06/2017 05:08,11.28427863,76.88660846,E-070617073905-86-237,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,stallion,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:39 AM,08/06/2017 05:08,11.28428003,76.88660787,E-070617073929-86-238,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,stallion,6m to 3y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:39 AM,08/06/2017 05:08,11.28427985,76.88661054,E-070617073954-86-239,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,86,gelding,6m to 3y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,unhealthy,discharge,ocular
Jun,07/06/2017,7:42 AM,08/06/2017 05:08,11.28427463,76.88663591,E-070617074204-86-240,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,stallion,3y to 10y,pack,other,,3,unhealthy,alert,mild,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:42 AM,08/06/2017 05:08,11.28425009,76.88664234,E-070617074252-86-241,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,mare,6m to 3y,pack,other,,2,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:43 AM,08/06/2017 05:08,11.28429662,76.88665718,E-070617074327-86-242,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:43 AM,08/06/2017 05:08,11.28428513,76.88664532,E-070617074350-86-243,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:44 AM,08/06/2017 05:08,11.28427345,76.88662954,E-070617074415-86-244,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,stallion,3y to 10y,pack,other,,2,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:44 AM,08/06/2017 05:08,11.28426616,76.88663515,E-070617074444-86-245,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,mare,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:45 AM,08/06/2017 05:08,11.28425957,76.88663716,E-070617074528-86-246,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:45 AM,08/06/2017 05:08,11.2842444,76.88666606,E-070617074556-86-247,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:46 AM,08/06/2017 05:08,11.28425126,76.88665087,E-070617074628-86-248,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,stallion,3y to 10y,pack,other,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,07/06/2017,7:46 AM,08/06/2017 05:08,11.28425018,76.88665492,E-070617074649-86-249,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,87,stallion,3y to 10y,pack,other,,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
